Tanggal|KODE EFEK|Nama Saham|HC MKBD|Keterangan
20260331|DSFI|DHARMA SAMUDERA FISHING INDUSTRIES Tbk|35|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|DSNG|DHARMA SATYA NUSANTARA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|DSSA|DIAN SWASTATIKA SENTOSA Tbk|50|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|DUCK|JAYA BERSAMA INDO Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|DUTI|DUTA PERTIWI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|DVLA|DARYA - VARIA LABORATORIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|DWGL|DWI GUNA LAKSANA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|DYAN|DYANDRA MEDIA INTERNATIONAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|EAST|EASTPARC HOTEL Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ECII|ELECTRONIC CITY INDONESIA Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|EKAD|EKADHARMA INTERNATIONAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ELSA|ELNUSA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ELTY|BAKRIELAND DEVELOPMENT Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|EMDE|MEGAPOLITAN DEVELOPMENTS Tbk|50|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|EMTK|ELANG MAHKOTA TEKNOLOGI Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ENRG|ENERGI MEGA PERSADA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ENVY|ENVY TECHNOLOGIES INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|EPMT|ENSEVAL PUTERA MEGATRADING Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ERAA|ERAJAYA SWASEMBADA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ERTX|ERATEX DJAJA Tbk|45|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ESIP|SINERGI INTI PLASTINDO Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ESSA|ESSA INDUSTRIES INDONESIA Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ESTA|ESTA MULTI USAHA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ESTI|EVER SHINE TEXTILE INDUSTRY|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ETWA|ETERINDO WAHANATAMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|EXCL|XLSMART TELECOM SEJAHTERA Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|FAST|FAST FOOD INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|FASW|FAJAR SURYA WISESA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|FILM|MD ENTERTAINMENT Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|FIRE|ALFA ENERGI INVESTAMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|FISH|FKS MULTI AGRO Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|FITT|HOTEL FITRA INTERNATIONAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|FMII|FORTUNE MATE INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|FOOD|SENTRA FOOD INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|FORU|FORTUNE INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|FPNI|LOTTE CHEMICAL TITAN Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|FUJI|FUJI FINANCE INDONESIA Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GAMA|AKSARA GLOBAL DEVELOPMENT Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GDST|GUNAWAN DIANJAYA STEEL Tbk|50|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GDYR|GOODYEAR INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GEMA|GEMA GRAHASARANA Tbk|45|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GEMS|GOLDEN ENERGY MINES Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GGRM|GUDANG GARAM Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GGRP|GUNUNG RAJA PAKSI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GHON|GIHON TELEKOMUNIKASI INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GIAA|GARUDA INDONESIA (PERSERO) Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GJTL|GAJAH TUNGGAL Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GLOB|GLOBE KITA TERANG Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GLVA|GALVA TECHNOLOGIES Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GMFI|GARUDA MAINTENANCE FACILITY AERO ASIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GMTD|GOWA MAKASSAR TOURISM DEVELOPMENT Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GOLD|VISI TELEKOMUNIKASI INFRASTRUKTUR Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GOLL|GOLDEN PLANTATION Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GOOD|GARUDAFOOD PUTRA PUTRI JAYA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GPRA|PERDANA GAPURAPRIMA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GSMF|EQUITY DEVELOPMENT INVESTMENT Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GTBO|GARDA TUJUH BUANA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GWSA|GREENWOOD SEJAHTERA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|GZCO|GOZCO PLANTATIONS Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HADE|HIMALAYA ENERGI PERKASA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HDFA|RADANA BHASKARA FINANCE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HDIT|HENSEL DAVEST INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HEAL|MEDIKALOKA HERMINA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HELI|JAYA TRISHINDO Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HERO|DFI RETAIL NUSANTARA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HEXA|HEXINDO ADIPERKASA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HITS|HUMPUSS INTERMODA TRANSPORTASI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HKMU|HK METALS UTAMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HMSP|HANJAYA MANDALA SAMPOERNA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HOKI|BUYUNG POETRA SEMBADA Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HOME|HOTEL MANDARINE REGENCY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HOTL|SARASWATI GRIYA LESTARI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HRME|MENTENG HERITAGE REALTY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HRTA|HARTADINATA ABADI Tbk|35|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|HRUM|HARUM ENERGY Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IATA|MNC ENERGY INVESTMENTS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IBFN|INTAN BARUPRANA FINANCE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IBST|INTI BANGUN SEJAHTERA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ICBP|INDOFOOD CBP SUKSES MAKMUR Tbk|10|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ICON|ISLAND CONCEPTS INDONESIA Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IDPR|INDONESIA PONDASI RAYA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IFII|INDONESIA FIBREBOARD INDUSTRY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IFSH|IFISHDECO Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IGAR|CHAMPION PACIFIC INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IIKP|INTI AGRI RESOURCES Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IKAI|INTIKERAMIK ALAMASRI INDUSTRI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IKAN|ERA MANDIRI CEMERLANG Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IKBI|SUMI INDO KABEL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IMAS|INDOMOBIL SUKSES INTERNASIONAL Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IMJS|INDOMOBIL MULTI JASA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IMPC|IMPACK PRATAMA INDUSTRI Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INAF|INDOFARMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INAI|INDAL ALUMINIUM INDUSTRY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INCF|INDO KOMODITI KORPORA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INCI|INTANWIJAYA INTERNASIONAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INCO|VALE INDONESIA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INDF|INDOFOOD SUKSES MAKMUR Tbk|10|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INDO|ROYALINDO INVESTA WIJAYA Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INDR|INDO-RAMA SYNTHETICS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INDS|INDOSPRING Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INDX|TANAH LAUT Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INDY|INDIKA ENERGY Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INKP|INDAH KIAT PULP AND PAPER Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INOV|INOCYCLE TECHNOLOGY GROUP Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INPC|BANK ARTHA GRAHA INTERNASIONAL Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INPP|INDONESIAN PARADISE PROPERTY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INPS|INDAH PRAKASA SENTOSA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INRU|TOBA PULP LESTARI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INTA|INTRACO PENTA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INTD|INTER DELTA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|INTP|INDOCEMENT TUNGGAL PRAKARSA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IPCC|INDONESIA KENDARAAN TERMINAL Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IPCM|JASA ARMADA INDONESIA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IPOL|INDOPOLY SWAKARSA INDUSTRY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IPTV|MNC VISION NETWORKS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|IRRA|ITAMA RANORAYA Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ISAT|INDOSAT Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ISSP|STEEL PIPE INDUSTRY OF INDONESIA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ITIC|INDONESIAN TOBACCO Tbk|50|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ITMA|SUMBER ENERGI ANDALAN Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ITMG|INDO TAMBANGRAYA MEGAH Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JAST|JASNITA TELEKOMINDO Tbk|50|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JAWA|JAYA AGRA WATTIE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JAYA|ARMADA BERJAYA TRANS Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JECC|JEMBO CABLE COMPANY Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JGLE|GRAHA ANDRASENTRA PROPERTINDO Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JIHD|JAKARTA INTERNATIONAL HOTELS AND DEVELOPMENT Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JKON|JAYA KONSTRUKSI MANGGALA PRATAMA Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JMAS|ASURANSI JIWA SYARIAH JASA MITRA ABADI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JPFA|JAPFA COMFEED INDONESIA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JRPT|JAYA REAL PROPERTY Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JSKY|SKY ENERGY INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JSMR|JASA MARGA (PERSERO) Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JSPT|JAKARTA SETIABUDI INTERNASIONAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|JTPE|JASUINDO TIGA PERKASA Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KAEF|KIMIA FARMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KARW|MERATUS JASA PRIMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KAYU|DARMI BERSAUDARA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KBAG|KARYA BERSAMA ANUGERAH Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KBLI|KMI Wire and Cable Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KBLM|KABELINDO MURNI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KBLV|FIRST MEDIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KBRI|KERTAS BASUKI RACHMAT INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KDSI|KEDAWUNG SETIA INDUSTRIAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KEEN|KENCANA ENERGI LESTARI Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KEJU|MULIA BOGA RAYA Tbk|50|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KIAS|KERAMIKA INDONESIA ASSOSIASI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KICI|KEDAUNG INDAH CAN Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KIJA|KAWASAN INDUSTRI JABABEKA Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KINO|KINO INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KIOS|KIOSON KOMERSIAL INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KJEN|KRIDA JARINGAN NUSANTARA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KKGI|RESOURCE ALAM INDONESIA Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KLBF|KALBE FARMA Tbk|10|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KMTR|KIRANA MEGATARA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KOBX|KOBEXINDO TRACTORS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KOIN|KOKOH INTI AREBAMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KONI|PERDANA BANGUN PUSAKA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KOPI|MITRA ENERGI PERSADA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KOTA|DMS PROPERTINDO Tbk|50|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KPIG|MNC TOURISM INDONESIA Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KRAS|KRAKATAU STEEL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|KREN|QUANTUM CLOVERA INVESTAMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LAND|TRIMITRA PROPERTINDO Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LAPD|LEYAND INTERNATIONAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LCGP|EUREKA PRIMA JAKARTA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LCKM|LCK GLOBAL KEDATON Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LEAD|LOGINDO SAMUDRAMAKMUR Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LIFE|MSIG LIFE INSURANCE INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LINK|LINK NET Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LION|LION METAL WORKS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LMAS|LIMAS INDONESIA MAKMUR Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LMPI|LANGGENG MAKMUR INDUSTRI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LMSH|LIONMESH PRIMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LPCK|LIPPO CIKARANG Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LPGI|LIPPO GENERAL INSURANCE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LPIN|MULTI PRIMA SEJAHTERA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LPKR|LIPPO KARAWACI Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LPLI|STAR PACIFIC Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LPPF|MATAHARI DEPARTMENT STORE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LPPS|LENOX PASIFIK INVESTAMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LRNA|EKA SARI LORENA TRANSPORT Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LSIP|PP LONDON SUMATRA INDONESIA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LTLS|LAUTAN LUAS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|LUCK|SENTRAL MITRA INFORMATIKA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MABA|MARGA ABHINAYA ABADI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MAGP|MULTI AGRO GEMILANG PLANTATION Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MAIN|MALINDO FEEDMILL Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MAPA|MAP AKTIF ADIPERKASA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MAPB|MAP BOGA ADIPERKASA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MAPI|MITRA ADIPERKASA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MARI|MAHAKA RADIO INTEGRA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MARK|MARK DYNAMICS INDONESIA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MAYA|BANK MAYAPADA INTERNASIONAL Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MBAP|MITRABARA ADIPERDANA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MBSS|MITRABAHTERA SEGARA SEJATI Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MBTO|MARTINA BERTO Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MCAS|M CASH INTEGRASI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MCOR|BANK CHINA CONSTRUCTION BANK INDONESIA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MDIA|INTERMEDIA CAPITAL Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MDKA|MERDEKA COPPER GOLD Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MDKI|EMDEKI UTAMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MDLN|MODERNLAND REALTY Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MDRN|MODERN INTERNASIONAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MEDC|MEDCO ENERGI INTERNASIONAL Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
