Tanggal|KODE EFEK|Nama Saham|HC MKBD|Keterangan
20260331|MEGA|BANK MEGA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MERK|MERCK Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|META|NUSANTARA INFRASTRUCTURE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MFMI|MULTIFILING MITRA INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MGNA|MAGNA INVESTAMA MANDIRI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MGRO|MAHKOTA GROUP Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MICE|MULTI INDOCITRA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MIDI|MIDI UTAMA INDONESIA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MIKA|MITRA KELUARGA KARYASEHAT Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MINA|SANURHASTA MITRA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MIRA|MITRA INTERNATIONAL RESOURCES Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MITI|MITRA INVESTINDO Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MKNT|MITRA KOMUNIKASI NUSANTARA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MKPI|METROPOLITAN KENTJANA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MLBI|MULTI BINTANG INDONESIA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MLIA|MULIA INDUSTRINDO Tbk|35|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MLPL|MULTIPOLAR Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MLPT|MULTIPOLAR TECHNOLOGY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MMLP|MEGA MANUNGGAL PROPERTY Tbk|50|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MNCN|MEDIA NUSANTARA CITRA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MOLI|MADUSARI MURNI INDAH Tbk|45|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MPMX|MITRA PINASTHIKA MUSTIKA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MPOW|MEGAPOWER MAKMUR Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MPPA|MATAHARI PUTRA PRIMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MPRO|MAHA PROPERTI INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MRAT|MUSTIKA RATU Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MREI|MASKAPAI REASURANSI INDONESIA Tbk|45|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MSIN|MNC DIGITAL ENTERTAINMENT Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MSKY|MNC SKY VISION Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MTDL|METRODATA ELECTRONICS Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MTFN|CAPITALINC INVESTMENT Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MTLA|METROPOLITAN LAND Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MTPS|META EPSI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MTRA|MITRA PEMUDA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MTSM|METRO REALTY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MTWI|MALACCA TRUST WUWUNGAN INSURANCE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MYOH|SAMINDO RESOURCES Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MYOR|MAYORA INDAH Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|MYTX|ASIA PACIFIC INVESTAMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|NASA|ANDALAN PERKASA ABADI  Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|NATO|SURYA PERMATA ANDALAN Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|NELY|PELAYARAN NELLY DWI PUTRI Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|NFCX|NFC INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|NICK|CHARNIC CAPITAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|NIKL|PELAT TIMAH NUSANTARA Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|NIRO|CITY RETAIL DEVELOPMENTS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|NISP|BANK OCBC NISP Tbk|10|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|NOBU|BANK NATIONALNOBU Tbk|35|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|NRCA|NUSA RAYA CIPTA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|NUSA|SINERGI MEGAH INTERNUSA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|NZIA|NUSANTARA ALMAZIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|OASA|MAHARAKSA BIRU ENERGI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|OCAP|ONIX CAPITAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|OKAS|ANCORA INDONESIA RESOURCES Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|OMRE|INDONESIA PRIMA PROPERTY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|OPMS|OPTIMA PRIMA METAL SINERGI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PADI|MINNA PADI INVESTAMA SEKURITAS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PALM|PROVIDENT INVESTASI BERSAMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PAMG|BIMA SAKTI PERTIWI Tbk|35|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PANI|PANTAI INDAH KAPUK DUA Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PANR|PANORAMA SENTRAWISATA Tbk|35|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PANS|PANIN SEKURITAS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PBID|PANCA BUDI IDAMAN Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PBRX|PAN BROTHERS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PBSA|PARAMITA BANGUN SARANA Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PCAR|PRIMA CAKRAWALA ABADI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PDES|DESTINASI TIRTA NUSANTARA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PEGE|PANCA GLOBAL KAPITAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PEHA|PHAPROS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PGAS|PERUSAHAAN GAS NEGARA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PGJO|TOURINDO GUIDE INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PGLI|PEMBANGUNAN GRAHA LESTARI INDAH Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PICO|PELANGI INDAH CANINDO Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PJAA|PEMBANGUNAN JAYA ANCOL Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PKPK|PERDANA KARYA PERKASA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PLAS|POLARIS INVESTAMA TBK|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PLIN|PLAZA INDONESIA REALTY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PMJS|PUTRA MANDIRI JEMBAR Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PNBN|BANK PAN INDONESIA Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PNBS|BANK PANIN DUBAI SYARIAH Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PNIN|PANINVEST Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PNLF|PANIN FINANCIAL Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PNSE|PUDJIADI AND SONS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|POLA|POOL ADVISTA FINANCE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|POLI|POLLUX HOTELS GROUP Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|POLL|POLLUX PROPERTIES INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|POLU|GOLDEN FLOWER Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|POLY|ASIA PACIFIC FIBERS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|POOL|POOL ADVISTA INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PORT|NUSANTARA PELABUHAN HANDAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|POSA|BLISS PROPERTI INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|POWR|CIKARANG LISTRINDO Tbk|10|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PPRE|PP PRESISI Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PPRO|PP Properti Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PRDA|PRODIA WIDYAHUSADA Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PRIM|ROYAL PRIMA Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PSAB|J RESOURCES ASIA PASIFIK Tbk|45|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PSDN|PRASIDHA ANEKA NIAGA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PSGO|PALMA SERASIH Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PSKT|RED PLANET INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PSSI|IMC PELITA LOGISTIK Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PTBA|BUKIT ASAM Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PTIS|INDO STRAITS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PTPP|PP (PERSERO) Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PTPW|PRATAMA WIDYA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PTRO|PETROSEA Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PTSN|SAT NUSAPERSADA Tbk|45|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PTSP|PIONEERINDO GOURMET INTERNATIONAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PUDP|PUDJIADI PRESTIGE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PURA|PUTRA RAJAWALI KENCANA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PURE|TRINITAN METALS AND MINERALS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PWON|PAKUWON JATI Tbk|10|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PYFA|PYRIDAM FARMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|PZZA|SARIMELATI KENCANA Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RAJA|RUKUN RAHARJA Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RALS|RAMAYANA LESTARI SENTOSA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RANC|SUPRA BOGA LESTARI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RBMS|RISTIA BINTANG MAHKOTASEJATI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RDTX|RODA VIVATEX Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|REAL|REPOWER ASIA INDONESIA Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RELI|RELIANCE SEKURITAS INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RICY|RICKY PUTRA GLOBALINDO Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RIGS|RIG TENDERS INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RIMO|RIMO INTERNATIONAL LESTARI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RISE|JAYA SUKSES MAKMUR SENTOSA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RODA|PIKKO LAND DEVELOPMENT Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RONY|AESLER GRUP INTERNASIONAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|ROTI|NIPPON INDOSARI CORPINDO Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|RUIS|RADIANT UTAMA INTERINSCO Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SAFE|STEADY SAFE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SAME|SARANA MEDITAMA METROPOLITAN Tbk|50|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SAMF|SARASWANTI ANUGERAH MAKMUR Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SAPX|SATRIA ANTARAN PRIMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SATU|KOTA SATU PROPERTI Tbk|40|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SBAT|SEJAHTERA BINTANG ABADI TEXTILE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SCCO|SUPREME CABLE MANUFACTURING DAN COMMERCE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SCMA|SURYA CITRA MEDIA Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SCPI|ORGANON PHARMA INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SDMU|SIDOMULYO SELARAS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SDPC|MILLENNIUM PHARMACON INTERNATIONAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SDRA|BANK WOORI SAUDARA INDONESIA 1906 Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SFAN|SURYA FAJAR CAPITAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SGRO|SAMPOERNA AGRO Tbk|45|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SHID|HOTEL SAHID JAYA INTERNATIONAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SHIP|SILLO MARITIME PERDANA Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SIDO|INDUSTRI JAMU DAN FARMASI SIDO MUNCUL Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SILO|SILOAM INTERNATIONAL HOSPITALS Tbk|35|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SIMA|SIWANI MAKMUR Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SIMP|SALIM IVOMAS PRATAMA Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SINI|SINGARAJA PUTRA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SIPD|SREEYA SEWU INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SKBM|SEKAR BUMI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SKLT|SEKAR LAUT Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SKRN|SUPERKRANE MITRA UTAMA Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SKYB|NORTHCLIFF CITRANUSA INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SLIS|GAYA ABADI SEMPURNA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SMAR|SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SMBR|SEMEN BATURAJA Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SMCB|SOLUSI BANGUN INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SMDM|SURYAMAS DUTAMAKMUR Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SMDR|SAMUDERA INDONESIA Tbk|35|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SMGR|SEMEN INDONESIA (PERSERO) Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SMKL|SATYAMITRA KEMAS LESTARI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SMMA|SINAR MAS MULTIARTHA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SMMT|GOLDEN EAGLE ENERGY Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SMRA|SUMMARECON AGUNG Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SMRU|SMR UTAMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SMSM|SELAMAT SEMPURNA Tbk|10|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SOCI|SOECHI LINES Tbk|55|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SONA|SONA TOPAS TOURISM INDUSTRY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SOSS|SHIELD ON SERVICE Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SOTS|SATRIA MEGA KENCANA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SPMA|SUPARMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SPTO|SURYA PERTIWI Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SQMI|WILTON MAKMUR INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SRAJ|SEJAHTERARAYA ANUGRAHJAYA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SRIL|SRI REJEKI ISMAN Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SRSN|INDO ACIDATAMA Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SRTG|SARATOGA INVESTAMA SEDAYA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SSIA|SURYA SEMESTA INTERNUSA Tbk|50|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SSMS|SAWIT SUMBERMAS SARANA Tbk|25|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SSTM|SUNSON TEXTILE MANUFACTURER Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|STAR|BUANA ARTHA ANUGERAH Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|STTP|SIANTAR TOP Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SUGI|SUGIH ENERGY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SULI|SLJ GLOBAL Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SUPR|SOLUSI TUNAS PRATAMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SURE|SUPER ENERGY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|SWAT|SRIWAHANA ADITYAKARTA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TALF|TUNAS ALFIN Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TAMA|LANCARTAMA SEJATI Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TAMU|PELAYARAN TAMARIN SAMUDRA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TARA|AGUNG SEMESTA SEJAHTERA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TAXI|EXPRESS TRANSINDO UTAMA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TBIG|TOWER BERSAMA INFRASTRUCTURE Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TBLA|TUNAS BARU LAMPUNG Tbk|20|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TBMS|TEMBAGA MULIA SEMANAN Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TCID|MANDOM INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TCPI|TRANSCOAL PACIFIC Tbk|30|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TDPM|TRIDOMAIN PERFORMANCE MATERIALS Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TEBE|DANA BRATA LUHUR Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TECH|INDOSTERLING TECHNOMEDIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TELE|OMNI INOVASI INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TFAS|TELEFAST INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TFCO|TIFICO FIBER INDONESIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TGKA|TIGARAKSA SATRIA Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
20260331|TGRA|TERREGRA ASIA ENERGY Tbk|85|PENG-0156/KOMITE HC/KPEI/0326 tgl. 30 Maret 2026
